phase_mark,source_marks,tracking_key,yoren_code,name_zh,attribute,stage,hp,deck_rule_limit,special_rules,interaction_flags,complexity,source_variant_count,collection_numbers,implemented_in_repo,implementation_status,backend_status,ui_status,ai_api_status,implemented_file,test_file,notes
H,H|G|F,P417,P417,帕奇利兹,雷,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,high,13,138/SV-P|094/SV-P|063/049|049/177|047/207|045/127|021/049|025/127,no,todo,todo,todo,todo,,,
H,H|F,P685,P685,胖甜妮,超,1阶进化,120,,,COIN_FLIP|SPECIAL_CONDITION,medium,5,086/207|050/131,no,todo,todo,todo,todo,,,
H,H|F,P572,P572,泡沫栗鼠,无色,基础,70,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,13,170/204|15 07/07|15 06/07|15 05/07|15 04/07|15 03/07|15 02/07|15 01/07|117/131|027/066,no,todo,todo,todo,todo,,,
H,H|G|F,P625,P625,劈斩司令,恶,1阶进化,100,,,COIN_FLIP|DAMAGE_COUNTERS,medium,12,036/066|097/129|090/127|005/006|102/128|093/131,no,todo,todo,todo,todo,,,
H,H|G|F,P025,P025,皮卡丘,雷,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,21,001/SV-P|173/151|172/151|171/151|170/151|090/SV-P|044/130|025/151|07 08/09|07 06/09|004/SV-P|021/072|017/127|013/012|005/011,no,todo,todo,todo,todo,,,
H,H|G,Y1223,Y1223,皮卡丘ex,雷,基础,200,,POKEMON_EX,COIN_FLIP|ATTACH_ENERGY,medium,3,018/066|008/059,no,todo,todo,todo,todo,,,
H,H|G,P0955,P0955,飘飘雏,超,基础,40,,,COIN_FLIP|ATTACH_ENERGY|SWITCH|SPECIAL_CONDITION,medium,16,092/207|025/066|080/052|064/130|063/127|060/128|059/SV-P|037/052,no,todo,todo,todo,todo,,,
H,H,Y1387,Y1387,破空焰ex,火,基础,230,,POKEMON_EX|ANCIENT,,low,4,252/204|238/204|215/204|051/204,no,todo,todo,todo,todo,,,
H,H,P781,P781,破破舵轮,草,基础,130,,,,low,3,027/204,no,todo,todo,todo,todo,,,
H,H|G,P0983,P0983,仆刀将军,恶,2阶进化,170,,,DAMAGE_COUNTERS,low,9,037/066|098/129|091/127|028/SV-P|006/006,no,todo,todo,todo,todo,,,
H,H|G,P0965,P0965,噗隆隆,钢,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,14,149/207|042/066|163/SV-P|135/129|096/127|087/129|049/SV-P|046/SV-P,no,todo,todo,todo,todo,,,
H,H|G,P0966,P0966,普隆隆姆,钢,1阶进化,150,,,COIN_FLIP,low,6,043/066|097/127|050/SV-P|047/SV-P,no,todo,todo,todo,todo,,,
H,H|G,Y1312,Y1312,普隆隆姆ex,雷,1阶进化,280,,POKEMON_EX|TERA,,medium,5,221/207|072/207|155/129|143/129|088/129,no,todo,todo,todo,todo,,,
H,H|F,P573,P573,奇诺栗鼠,无色,1阶进化,110,,,COIN_FLIP|ATTACH_ENERGY,medium,12,171/204|16 07/07|16 06/07|16 05/07|16 04/07|16 03/07|16 02/07|16 01/07|118/131,no,todo,todo,todo,todo,,,
H,H|G,P0981,P0981,奇麒麟,超,1阶进化,140,,,SELECT_POKEMON|SELECT_CARD|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,7,079/207|137/130|097/130,no,todo,todo,todo,todo,,,
H,H,Y1397,Y1397,奇麒麟ex,恶,1阶进化,260,,POKEMON_EX|TERA,,medium,2,225/204|141/204,no,todo,todo,todo,todo,,,
H,H|G|F,P203,P203,麒麟奇,超,基础,90,,,COIN_FLIP|DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,11,093/204|078/207|096/130|034/131,no,todo,todo,todo,todo,,,
H,H|G|F,P308,P308,恰雷姆,斗,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,11,117/204|030/066|073/127|066/131|037/131,no,todo,todo,todo,todo,,,
H,H,Y1451,Y1451,恰雷姆ex,斗,1阶进化,260,,POKEMON_EX,DAMAGE_COUNTERS,medium,2,222/207|107/207,no,todo,todo,todo,todo,,,
H,H,P736,P736,强颚鸡母虫,草,基础,70,,,SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,026/204,no,todo,todo,todo,todo,,,
H,H,P810,P810,敲音猴,草,基础,70,,,,low,3,020/207,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H,P738,P738,锹农炮虫,雷,2阶进化,160,,,,low,3,084/204,no,todo,todo,not_needed,not_needed,,,
H,H|G|F,P437,P437,青铜钟,超,1阶进化,110,,,,low,13,184/SV-P|095/204|090/130|093/128|088/131,no,todo,todo,not_needed,not_needed,,,
H,H|G|F,P636,P636,燃烧虫,火,基础,70,,,,low,9,208/207|036/207|025/130|041/131,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H|F,P579,P579,人造细胞卵,超,2阶进化,120,,,SELECT_POKEMON|SELECT_CARD|DAMAGE_COUNTERS|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,5,098/204|046/131,no,todo,todo,todo,todo,,,
H,H|G,P180,P180,茸茸羊,雷,1阶进化,90,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,high,5,020/066|158/SV-P|049/130,no,todo,todo,todo,todo,,,
H,H|F,P218,P218,熔岩虫,火,基础,80,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION,high,8,034/204|029/207|009/072,no,todo,todo,todo,todo,,,
H,H|F,P219,P219,熔岩蜗牛,火,1阶进化,120,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,5,030/207|010/072,no,todo,todo,todo,todo,,,
H,H,Y1384,Y1384,熔岩蜗牛ex,火,1阶进化,270,,POKEMON_EX,SPECIAL_CONDITION,medium,2,213/204|035/204,no,todo,todo,todo,todo,,,
H,H|G,P631,P631,熔蚁兽,火,基础,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,7,044/204|021/207|018/129,no,todo,todo,todo,todo,,,
H,H|F,P893,P893,萨戮德,草,基础,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|SWITCH|SEARCH_OR_RECOVERY,high,7,127/SV-P|028/131|010/207|010/177,no,todo,todo,todo,todo,,,
H,H,Y1391,Y1391,三海地鼠ex,雷,1阶进化,250,,POKEMON_EX|TERA,SPECIAL_CONDITION,medium,2,218/204|088/204,no,todo,todo,todo,todo,,,
H,H|F,P694,P694,伞电蜥,雷,基础,60,,,,low,5,081/204|071/131,no,todo,todo,todo,todo,,,
H,H|F,P449,P449,沙河马,斗,基础,90,,,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,4,190/SV-P|064/153,no,todo,todo,todo,todo,,,
H,H|G,P247,P247,沙基拉斯,斗,1阶进化,90,,,,low,9,113/204|069/128|068/129,no,todo,todo,not_needed,not_needed,,,
H,H|G|F,P769,P769,沙丘娃,超,基础,90,,,COIN_FLIP|ATTACH_ENERGY,medium,9,188/SV-P|134/130|060/130|081/131,no,todo,todo,todo,todo,,,
H,H,P0989,P0989,沙铁皮,斗,基础,120,,ANCIENT,,low,3,132/204,no,todo,todo,todo,todo,,,
H,H|F,P145,P145,闪电鸟,雷,基础,120,,,COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,medium,8,077/204|057/131|044/177|015/024|003/028,no,todo,todo,todo,todo,,,
H,H,P850,P850,烧火蚣,火,基础,80,,,,low,3,048/204,no,todo,todo,todo,todo,,,
H,H|G|F,P620,P620,师父鼬,斗,1阶进化,90,,,COIN_FLIP,low,8,114/207|107/052|071/128|069/153,no,todo,todo,todo,todo,,,
H,H,P251,P251,时拉比,草,基础,80,,,,low,1,001/066,no,todo,todo,todo,todo,,,
H,H|G|F,P770,P770,噬沙堡爷,超,1阶进化,150,,,COIN_FLIP,low,8,189/SV-P|061/130|082/131,no,todo,todo,todo,todo,,,
H,H|F,P388,P388,树林龟,草,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,17,173/SV-P|018/204|08 07/07|08 06/07|08 05/07|08 04/07|08 03/07|08 02/07|08 01/07|023/128|004/059,no,todo,todo,todo,todo,,,
H,H|G|F,P701,P701,摔角鹰人,斗,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|DAMAGE_COUNTERS|ATTACH_ENERGY,high,22,124/204|079/SV-P|079/127|076/049|035/049|005/024|357/414|106/153|082/207|078/131|037/058|028/064|028/066|003/023,no,todo,todo,todo,todo,,,
H,H|F,P612,P612,双斧战龙,龙,2阶进化,170,,,ATTACH_ENERGY,low,5,153/207|319/414,no,todo,todo,todo,todo,,,
H,H|F,P578,P578,双卵细胞球,超,1阶进化,80,,,COIN_FLIP|DAMAGE_COUNTERS,medium,5,097/204|045/131,no,todo,todo,todo,todo,,,
H,H,P869,P869,霜奶仙,超,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,3,091/207,no,todo,todo,todo,todo,,,
H,H|G|F,P609,P609,水晶灯火灵,火,2阶进化,130,,,ATTACH_ENERGY|SEARCH_OR_RECOVERY,medium,16,035/207|024/130|11 07/07|11 06/07|11 05/07|11 04/07|11 03/07|11 02/07|11 01/07|011/066|003/012,no,todo,todo,todo,todo,,,
H,H,P755,P755,睡睡菇,草,基础,60,,,,low,3,017/207,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H,P1012,P1012,斯魔茶,草,基础,40,,,SELECT_ENERGY|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,3,025/207,no,todo,todo,todo,todo,,,
H,H,P585,P585,四季鹿,草,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,medium,10,024/204|17 07/07|17 06/07|17 05/07|17 04/07|17 03/07|17 02/07|17 01/07,no,todo,todo,todo,todo,,,
H,H|G|F,P819,P819,贪心栗鼠,无色,基础,60,,,SEARCH_OR_RECOVERY,low,19,194/SV-P|167/SV-P|164/SV-P|115/052|108/129|100/177|099/127|007/024|109/127|108/153|029/064,no,todo,todo,todo,todo,,,
H,H|G,P0935,P0935,炭小侍,火,基础,80,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,20,039/207|010/066|157/SV-P|064/052|040/SV-P|029/130|027/127|020/129|019/129|016/052,no,todo,todo,todo,todo,,,
H,H,Y1456,Y1456,桃歹郎ex,恶,基础,190,,POKEMON_EX,SELECT_POKEMON|SELECT_CARD|SWITCH|SPECIAL_CONDITION,high,4,257/207|250/207|227/207|136/207,no,todo,todo,todo,todo,,,
H,H,P0314,P0314,甜甜萤,草,基础,70,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,006/207,no,todo,todo,todo,todo,,,
H,H|F,P342,P342,铁螯龙虾,水,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,4,055/207|031/153,no,todo,todo,todo,todo,,,
H,H,P1010,P1010,铁斑叶,草,基础,120,,FUTURE,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,032/204,no,todo,todo,todo,todo,,,
H,H,Y1383,Y1383,铁斑叶ex,草,基础,220,,POKEMON_EX|FUTURE,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SWITCH,high,5,251/204|237/204|223/SV-P|212/204|033/204,no,todo,todo,todo,todo,,,
H,H|G,P0991,P0991,铁包袱,水,基础,90,,FUTURE,SELECT_POKEMON|SELECT_CARD|SWITCH,medium,10,225/SV-P|072/204|232/SV-P|101/052|042/128|001/028,no,todo,todo,todo,todo,,,
H,H,P0992,P0992,铁臂膀,雷,基础,140,,FUTURE,COIN_FLIP|SPECIAL_CONDITION,medium,3,089/204,no,todo,todo,todo,todo,,,
H,H|G,P0993,P0993,铁脖颈,无色,基础,130,,FUTURE,DAMAGE_COUNTERS,medium,7,173/204|136/128|113/128,no,todo,todo,todo,todo,,,
H,H|G,P0994,P0994,铁毒蛾,火,基础,120,,FUTURE,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,7,042/207|129/128|025/128,no,todo,todo,todo,todo,,,
H,H,P0533,P0533,铁骨土人,斗,1阶进化,100,,,,low,3,111/207,no,todo,todo,not_needed,not_needed,,,
H,H,P0995,P0995,铁荆棘,雷,基础,140,,FUTURE,SEARCH_OR_RECOVERY,medium,4,206/204|090/204,no,todo,todo,todo,todo,,,
H,H,Y1392,Y1392,铁荆棘ex,雷,基础,230,,POKEMON_EX|FUTURE|RULE_BOX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,2,219/204|091/204,no,todo,todo,todo,todo,,,
H,H,P1022,P1022,铁磐岩,超,基础,140,,FUTURE,,low,3,096/207,no,todo,todo,todo,todo,,,
H,H,Y1396,Y1396,铁磐岩ex,斗,基础,240,,POKEMON_EX|FUTURE,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY,high,5,255/204|243/204|224/204|192/SV-P|134/204,no,todo,todo,todo,todo,,,
H,H,Y1395,Y1395,铁头壳ex,超,基础,220,,POKEMON_EX|FUTURE,,low,4,254/204|241/204|222/204|111/204,no,todo,todo,todo,todo,,,
H,H,P1006,P1006,铁武者,超,基础,130,,FUTURE,SEARCH_OR_RECOVERY,medium,3,110/204,no,todo,todo,todo,todo,,,
H,H|F,P374,P374,铁哑铃,钢,基础,70,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,5,146/204|083/131,no,todo,todo,todo,todo,,,
H,H,P0990,P0990,铁辙迹,钢,基础,130,,FUTURE,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY,high,3,151/204,no,todo,todo,todo,todo,,,
H,H|G|F,P436,P436,铜镜怪,超,基础,80,,,COIN_FLIP|SPECIAL_CONDITION,medium,16,207/204|183/SV-P|094/204|089/130|092/128|087/131|024/058,no,todo,todo,todo,todo,,,
H,H|G,P878,P878,铜象,钢,基础,100,,,,low,7,147/207|110/207|098/128,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H,P759,P759,童偶熊,无色,基础,80,,,,low,3,170/207,no,todo,todo,todo,todo,,,
H,H|G|F,P723,P723,投羽枭,草,1阶进化,90,,,,low,7,015/207|007/127|015/153,no,todo,todo,not_needed,not_needed,,,
H,H|F,P261,P261,土狼犬,恶,基础,70,,,COIN_FLIP,low,9,138/204|125/207|080/127|008/011,no,todo,todo,todo,todo,,,
H,H|G,P206,P206,土龙弟弟,无色,基础,60,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,7,161/204|098/130|002/023,no,todo,todo,todo,todo,,,
H,H|G,P0982,P0982,土龙节节,无色,1阶进化,140,,,SPECIAL_CONDITION|SEARCH_OR_RECOVERY,medium,7,162/204|138/130|099/130,no,todo,todo,todo,todo,,,
H,H,Y1382,Y1382,土台龟ex,草,2阶进化,340,,POKEMON_EX,,low,3,211/204|174/SV-P|019/204,no,todo,todo,not_needed,todo,,,
H,H,Y1458,Y1458,拖拖蚓ex,钢,基础,220,,POKEMON_EX,DAMAGE_COUNTERS|ATTACH_ENERGY,medium,2,228/207|150/207,no,todo,todo,todo,todo,,,
H,H|G|F,P061,P061,蚊香君,水,1阶进化,100,,,COIN_FLIP|SPECIAL_CONDITION,medium,12,179/SV-P|045/207|094/049|061/151|017/066,no,todo,todo,todo,todo,,,
H,H|G|F,P060,P060,蚊香蝌蚪,水,基础,60,,,COIN_FLIP|SPECIAL_CONDITION,medium,11,178/SV-P|044/207|060/151|016/066,no,todo,todo,todo,todo,,,
H,H|G|F,P062,P062,蚊香泳士,水,2阶进化,170,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,11,180/SV-P|046/207|062/151|042/066,no,todo,todo,todo,todo,,,
H,H|G|F,P687,P687,乌贼王,恶,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|SWITCH|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,8,132/207|088/129|060/127,no,todo,todo,todo,todo,,,
H,H,P545,P545,蜈蚣王,恶,2阶进化,170,,,DAMAGE_COUNTERS,low,3,130/207,no,todo,todo,todo,todo,,,
H,H|F,P581,P581,舞天鹅,无色,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION,high,4,168/207|202/S-P,no,todo,todo,todo,todo,,,
H,H|F,P485,P485,席多蓝恩,钢,基础,140,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,5,142/207|097/128,no,todo,todo,todo,todo,,,
H,H|F,Y977,Y977,洗翠 风速狗,斗,1阶进化,130,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,8,098/207|058/128|041/066|008/012,no,todo,todo,todo,todo,,,
H,H|F,Y976,Y976,洗翠 卡蒂狗,斗,基础,80,,,COIN_FLIP|SPECIAL_CONDITION,medium,7,097/207|057/128|040/066,no,todo,todo,todo,todo,,,
H,H|G,P0962,P0962,下石鸟,恶,基础,100,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,9,038/066|107/049|098/207|094/127|080/129,no,todo,todo,todo,todo,,,
H,H,P700,P700,仙子伊布,超,1阶进化,120,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,3,087/207,no,todo,todo,todo,todo,,,
H,H|F,P192,P192,向日花怪,草,1阶进化,100,,,ATTACH_ENERGY,low,5,008/204|013/131,no,todo,todo,todo,todo,,,
H,H|F,P191,P191,向日种子,草,基础,40,,,COIN_FLIP,low,6,007/204|176/S-P|012/131,no,todo,todo,todo,todo,,,
H,H,P300,P300,向尾喵,无色,基础,60,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,3,164/204,no,todo,todo,todo,todo,,,
H,H|F,P273,P273,橡实果,草,基础,60,,,,low,5,010/204|002/072,no,todo,todo,todo,todo,,,
H,H|G|F,P077,P077,小火马,火,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,12,129/SV-P|007/066|077/151|011/207|188/S-P|033/131|018/153,no,todo,todo,todo,todo,,,
H,H|F,P390,P390,小火焰猴,火,基础,60,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY,high,7,040/204|009/127|002/064,no,todo,todo,todo,todo,,,
H,H,P158,P158,小锯鳄,水,基础,70,,,,low,3,052/204,no,todo,todo,todo,todo,,,
H,H|G|F,P403,P403,小猫怪,雷,基础,60,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SWITCH,medium,13,078/204|074/SV-P|060/049|039/128|018/049|061/131|022/127,no,todo,todo,todo,todo,,,
H,H,P837,P837,小炭仔,斗,基础,80,,,,low,3,127/204,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H,P868,P868,小仙奶,超,基础,60,,,,low,3,090/207,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H|G|F,P231,P231,小小象,斗,基础,80,,,COIN_FLIP,low,8,104/207|061/129|063/131,no,todo,todo,todo,todo,,,
H,H|F,P492,P492,谢米,草,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|SEARCH_OR_RECOVERY,medium,7,021/204|129/207|111/131|012/153,no,todo,todo,todo,todo,,,
H,H,Y1431,Y1431,新叶喵ex,草,基础,200,,POKEMON_EX,,low,1,002/066,no,todo,todo,todo,todo,,,
H,H,Y1460,Y1460,幸福蛋ex,无色,1阶进化,300,,POKEMON_EX,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,2,230/207|165/207,no,todo,todo,todo,todo,,,
H,H,P0984,P0984,雄伟牙,斗,基础,140,,ANCIENT,DAMAGE_COUNTERS,medium,6,131/204|130/204,no,todo,todo,todo,todo,,,
H,H,P0534,P0534,修建老匠,斗,2阶进化,180,,,ATTACH_ENERGY|SPECIAL_CONDITION,medium,3,112/207,no,todo,todo,todo,todo,,,
H,H,P873,P873,雪绒蛾,水,1阶进化,110,,,,low,3,068/204,no,todo,todo,not_needed,not_needed,,,
H,H|G|F,P361,P361,雪童子,水,基础,60,,,SELECT_POKEMON|SELECT_CARD|SEARCH_OR_RECOVERY,medium,9,057/204|097/052|032/128|011/131,no,todo,todo,todo,todo,,,
H,H,P872,P872,雪吞虫,水,基础,50,,,SPECIAL_CONDITION,low,10,067/204|26 07/07|26 06/07|26 05/07|26 04/07|26 03/07|26 02/07|26 01/07,no,todo,todo,todo,todo,,,
H,H|F,P478,P478,雪妖女,水,1阶进化,90,,,DAMAGE_COUNTERS|SPECIAL_CONDITION,medium,12,059/204|12 07/07|12 06/07|12 05/07|12 04/07|12 03/07|12 02/07|12 01/07|013/131,no,todo,todo,todo,todo,,,
H,H|F,P580,P580,鸭宝宝,无色,基础,60,,,,low,4,167/207|001/004,no,todo,todo,todo,todo,,,
H,H|F,P610,P610,牙牙,龙,基础,70,,,SELECT_CARD|COIN_FLIP|SEARCH_OR_RECOVERY,medium,5,151/207|317/414,no,todo,todo,todo,todo,,,
H,H|F,P726,P726,炎热喵,火,1阶进化,100,,,,low,8,176/SV-P|046/204|051/131,no,todo,todo,not_needed,not_needed,,,
H,H,P833,P833,咬咬龟,水,基础,80,,,,low,3,060/207,yes,implemented,implemented,todo,planned,/Users/easygod/code/ryuu-play/packages/sets/src/standard/set_h/simple-generated.ts,/Users/easygod/code/ryuu-play/packages/sets/tests/standard/set_h/simple-generated.spec.ts,H basic low-complexity generated card added.
H,H|G,P707,P707,钥圈儿,钢,基础,70,,,,low,8,146/207|069/049|060/127|028/049,no,todo,todo,todo,todo,,,
H,H|G|F,Y402,Y402,椰蛋树,草,1阶进化,130,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,high,14,002/207|103/151|052/129|032/131|020/059|002/153,no,todo,todo,todo,todo,,,
H,H|F,P470,P470,叶伊布,草,1阶进化,120,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,12,020/204|07 15/15|07 12/15|07 10/15|07 08/15|07 06/15|07 04/15|07 02/15|006/072,no,todo,todo,todo,todo,,,
H,H|G|F,P133,P133,伊布,无色,基础,70,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SEARCH_OR_RECOVERY,high,30,166/207|157/204|045/066|04 07/07|04 06/07|04 05/07|04 04/07|04 03/07|04 02/07|04 01/07|133/151|103/129|061/SV-P|056/072|01 15/15|01 12/15|01 10/15|01 08/15|01 06/15|01 04/15|01 02/15,no,todo,todo,todo,todo,,,
H,H|G|F,P097,P097,引梦貘人,超,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION|SEARCH_OR_RECOVERY,high,11,077/207|097/151|052/127|030/131,no,todo,todo,todo,todo,,,
H,H|G,P0064,P0064,勇基拉,超,1阶进化,80,,,ATTACH_ENERGY|SWITCH,medium,8,074/207|161/151|064/151|060/207,no,todo,todo,todo,todo,,,
H,H,P301,P301,优雅猫,无色,1阶进化,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|ATTACH_ENERGY|SPECIAL_CONDITION,high,3,165/204,no,todo,todo,todo,todo,,,
H,H|G,P246,P246,幼基拉斯,斗,基础,70,,,COIN_FLIP,low,11,112/204|242/SV-P|105/052|068/128|067/129,no,todo,todo,todo,todo,,,
H,H|G,P0948,P0948,原野水母,斗,基础,60,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|COIN_FLIP|ATTACH_ENERGY|SPECIAL_CONDITION,high,17,144/SV-P|005/066|093/052|078/128|058/052|017/127|008/129|007/052|005/SV-P,no,todo,todo,todo,todo,,,
H,H|F,P167,P167,圆丝蛛,草,基础,60,,,SPECIAL_CONDITION,low,7,005/204|071/127|010/131,no,todo,todo,todo,todo,,,
H,H,P1015,P1015,愿增猿,超,基础,110,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY|SPECIAL_CONDITION,high,3,094/207,no,todo,todo,todo,todo,,,
H,H,Y1454,Y1454,愿增猿ex,恶,基础,210,,POKEMON_EX,,low,3,248/207|225/207|134/207,no,todo,todo,todo,todo,,,
H,H,P0901,P0901,月月熊 赫月,斗,基础,150,,,SELECT_POKEMON|SELECT_ENERGY|SELECT_CARD|DAMAGE_COUNTERS|ATTACH_ENERGY,high,3,116/207,no,todo,todo,todo,todo,,,
H,H,Y1461,Y1461,月月熊 赫月ex,无色,基础,260,,POKEMON_EX,,low,4,258/207|251/207|231/207|172/207,no,todo,todo,todo,todo,,,
H,H|F,P860,P860,诈唬魔,超,1阶进化,90,,,,low,5,142/SV-P|287/414,no,todo,todo,not_needed,not_needed,,,
H,H|F,P274,P274,长鼻叶,草,1阶进化,90,,,SELECT_POKEMON|SELECT_CARD|COIN_FLIP|SWITCH,medium,5,011/204|003/072,no,todo,todo,todo,todo,,,
H,H|F,P861,P861,长毛巨魔,超,2阶进化,170,,,,low,5,143/SV-P|288/414,no,todo,todo,not_needed,not_needed,,,
H,H,Y1450,Y1450,哲尔尼亚斯ex,超,基础,210,,POKEMON_EX,,low,1,088/207,no,todo,todo,todo,todo,,,
